사업코드,사업구분,사업명,X좌표,Y좌표
ND2014B015,산업입지 및 산업단지,모바일테크밸리 조성사업,1164630.624,1739374.858
ND2016B006,산업입지 및 산업단지,덕포일반산업단지 조성사업,1085135.872,1659255.112
GG2015B001,산업입지 및 산업단지,대전산업단지 재생사업,991801.808,1819138.026
GG2015B006,산업입지 및 산업단지,진천 송두산업단지 조성사업,996618.8643,1875716.183
ND2016B003,산업입지 및 산업단지,에너지융합 산업단지 조성사업,1165187.198,1708062.991
ME2006C003,에너지개발,중·저준위방사성폐기물 처분시설부지,1178609.335,1749762.719
ME2006C001,에너지개발,"신고리 원자력 3,4호기 건설사업",1164533.532,1706385.267
ND2005C001,에너지개발,765kv 신고리-북경남 송전선로(2구간) 건설사업,1124210.455,1724420.62
ME2007C014,에너지개발,"포스코파워 LNG복합발전소 5,6호기 건설사업",921186.0885,1945789.355
ME2008C008,에너지개발,345㎸북경남제2분기 송전선로 건설사업,1084267.598,1749055.033
DG2008C003,에너지개발,345kV 선산~신포항 연결 송전선로 건설사업,1088849.642,1788335.062
ND2009O004,에너지개발,부산시 생활폐기물 연료화 및 발전시설 민간투자사업,1125598.162,1682979.459
ME2010C008,에너지개발,현대제철 기력발전설비 건설사업(재협의),928735.7734,1888036.163
ME2011C002,에너지개발,행정중심복합도시 열병합발전소,977271.6036,1830021.549
ME2007C016,에너지개발,서울LNG복합화력 대체건설사업,948593.9416,1949619.913
ME2010C005,에너지개발,여수화력 1호기 건설사업,1017395.046,1649330.37
ME2011C004,에너지개발,"포스코파워 LNG 복합발전소 1, 2호기 건설사업",921403.1981,1945713.888
ME2011C010,에너지개발,동두천복합화력 건설사업,963974.2738,1989080.412
ME2011C011,에너지개발,"신고리원자력 5, 6호기 건설사업",1164514.436,1706419.406
ME2012C007,에너지개발,삼천포화력 제4회처리장 건설사업(재협의),1056797.305,1656401.674
ME2014C006,에너지개발,신서천 화력 건설사업,909763.5288,1794666.991
ME2013C003,에너지개발,당진에코파워 건설사업(구.동부그린발전소 건설사업),913107.3095,1895248.995
ME2014C015,에너지개발,"신한울 원자력 3,4호기 건설사업",1168238.879,1899493.048
HG2009I004,하천의 이용 및 개발,한강살리기 사업,998089.368,1936350.064
DG2009I001,하천의 이용 및 개발,낙동강 살리기 사업(2권역),1080895.341,1800445.946
ND2009I002,하천의 이용 및 개발,낙동강살리기사업(1권역),1114495.781,1705107.169
YS2009I005,하천의 이용 및 개발,섬진강 살리기 생태하천 조성사업,983229.1212,1712524.682
ND2009I004,하천의 이용 및 개발,낙동강살리기사업(서낙동강),1129619.286,1687615.737
WJ2009I003,하천의 이용 및 개발,섬강살리기 13공구[후용.간현지구] 및 14공구[호저지구] 사업,1036371.183,1936120.145
DG2009I003,하천의 이용 및 개발,금호강 생태하천 조성사업,1110103.239,1767785.701
ND2012I003,하천의 이용 및 개발,태화강(언양~선바위) 생태하천 조성공사,1152896.867,1730941.824
GG2012I002,하천의 이용 및 개발,삽교천 합덕지구 등 7개지구 하천환경정비공사,941312.2959,1871428.319
DG2014I001,하천의 이용 및 개발,감천(국가하천구간) 하천정비사업,1063006.815,1795245.625
YS2006D002,항만건설,여수신항재정비사업,1022892.008,1639400.517
HG2006D001,항만건설,인천신항 건설사업,923893.1514,1928189.343
YS2006D003,항만건설,녹동 신항 접안시설 방파제 및 배후단지 조성사업,967729.4226,1614381.764
GG2006D002,항만건설,대산항 개발사업 (재협의),904619.0873,1890965.437
HG2007D002,항만건설,연평도항 건설사업,842208.2007,1963926.587
ME2008D002,항만건설,초대형FLOATING DOCK준설공사(RD#1/#2/#4),1110162.109,1654859.412
ND2009D003,항만건설,부산남항 남항동 호안정비 사업,1140112.672,1677401.472
HG2009D001,항만건설,인천남항 국제여객부두 및 터미널 건설사업,920350.1282,1936023.485
ND2008D003,항만건설,부산항 신항 서컨 준설토투기장 가호안 조성사업,1115933.463,1676003.287
HG2009J001,항만건설,송도11공구 공유수면 매립사업,927326.357,1930199.272
HG2010D006,항만건설,인천항 제1항로 및 기타지역 증심 준설사업,916957.3522,1934223.892
HG2010D003,항만건설,아산산업기지 항만개발사업,933976.0484,1887535.279
HG2012J002,항만건설,평택.당진항 진입항로 항로1구역 준설공사,917681.7963,1901651.441
JJ2011D001,항만건설,새만금 신항만 개발사업,907735.7671,1754465.56
ND2011D006,항만건설,부산항 신항 증심(2단계) 및 2단계 항로 준설공사,1117041.722,1673363.876
ND2010D002,항만건설,부산항 신항 선박급유 및 유류중계기지 건립사업,1117764.259,1674396.928
ND2012D005,항만건설,부산항 신항 송도 준설토투기장 건설사업,1114804.279,1675891.927
HG2012J003,항만건설,영종도2단계 준설토투기장 호안축조사업,916299.4284,1948978.24
ND2013D001,항만건설,동북아 오일허브 울산신항 북항지역 하부시설 축조사업,1170442.629,1720454.762
HG2012D004,항만건설,인천항 접근항로준설공사,900837.3461,1926984.942
ND2013D007,항만건설,부산항 신항 증심(2단계) 및 2단계 항로 준설공사 (재협의),1118150.359,1674873.762
YS2013D005,항만건설,광양항 친수시설 부지조성공사,1018719.786,1658550.283
ND2014D002,항만건설,동북아 오일허브(1단계) 상부시설 건설사업,1170442.629,1720454.762
ND2015D002,항만건설,거제 모사 공유수면 매립,1099575.804,1660916.211
HG2014D001,항만건설,인천신항 항로증심 준설사업,910268.6759,1925131.291
YS2015D007,항만건설,광양항 율촌1산단 진입항로 준설공사,1009840.233,1656855.11
HG2009B004,산업입지 및 산업단지,수원산업단지(3단지) 조성사업,954312.0034,1916053.494
ND2006A007,도시의 개발,울산 송정지구 택지개발사업,1169009.672,1735449.091
DG2011D003,항만건설,포항 영일만항 항만배후단지 조성사업,1173925.662,1790640.675
YS2010B006,산업입지 및 산업단지,목포 삽진 일반산업단지계획(변경)(재협의),897449.5098,1648421.209
YS2009E004,도로의 건설,화원산단 진입도로 개설공사,893711.3844,1636125.592
JJ2010B001,산업입지 및 산업단지,고창 일반산업단지 조성사업,925229.808,1713554.232
YS2009B010,산업입지 및 산업단지,제주워터클러스터(물산업단지) 조성사업,903979.6973,1479015.508
HG2008E006,도로의 건설,화정동 ~ 신사동간 도로개설공사,944857.8958,1958208.837
YS2010E005,도로의 건설,영산강 강변도로 개설공사(2단계),910847.6209,1646931.919
GG2011A001,도로의 건설,화양~양화 도로건설공사,940547.9752,1786633.236
GG2011E001,도로의 건설,행정도시~청주 도로건설공사,988804.4589,1840796.805
HG2007B003,산업입지 및 산업단지,남양주 팔야지방산업단지 개발사업,976403.2934,1972308.981
ME2007A165,도시의 개발,경북 김천혁신도시 개발사업,1061746.943,1792057.394
ND2008D002,항만건설,부산항 북항 항로증심 준설공사,1144754.574,1679062.476
ND2009E001,도로의 건설,신항만부두 연결도로 개설사업,1168821.45,1720567.607
YS2010A002,도시의 개발,오천지구 택지개발사업,1000044.471,1660170.867
ME2007A161,도시의 개발,대구혁신도시개발사업,1110664.004,1765679.257
ND2006B008,산업입지 및 산업단지,삼성SDI 공장용지 증설사업,1143787.106,1725705.72
ME2007C018,에너지개발,현대그린파워발전소 1~4호기 건설사업,929937.7705,1888403.838
ND2010B023,산업입지 및 산업단지,부산 명사일반산업단지 조성사업,1121330.038,1683796.835
HG2007A014,도시의 개발,화성 봉담2지구 택지개발사업,950776.3792,1914450.25
ME2007A189,도시의 개발,서울 신내3지구 국민임대주택단지 조성사업,965581.4463,1957437.424
ND2011B009,산업입지 및 산업단지,New PX 건설사업(재협의),1169317.574,1721997.479
ND2010B021,에너지개발,SK가스(주) 탱크터미널 조성사업,1170421.995,1722502.256
ME2008A085,도시의 개발,화성병점복합타운 도시개발사업,958405.0121,1911882.392
YS2008B005,산업입지 및 산업단지,신안 지도 농공단지 조성사업,878104.0957,1675819.739
GG2007D001,항만건설,현대제철 당진공장 원료부두 축조공사,929227.5904,1889127.434
HG2007B004,산업입지 및 산업단지,안성 개정일반지방산업단지,973176.0544,1884633.708
WJ2006D001,항만건설,묵호항 제2준설토투기장 축조,1142739.05,1949944.628
DG2009E001,도로의 건설,국가지원지방도 67호선(대구시계~고령개진) 건설공사,1075055.451,1743835.415
DG2009D001,항만건설,영일만 신항 북방파제(2-1단계) 연장공사(재협의),1175932.489,1791532.35
GG2009E003,도로의 건설,서산~창리간 지방도 확.포장공사,901594.3053,1856442.67
ME2009A002,도시의 개발,경인 아라뱃길(주운수로) 건설사업,929839.0949,1953177.423
DG2006E012,도로의 건설,영주 풍기~단산간 도로 확포장공사,1095602.976,1880660.415
JJ2008E001,도로의 건설,백제로 건설공사(2차구간),951525.9509,1782612.374
ME2003E015,도로의 건설,"동해고속도로(주문진~속초간) 건설사업 6,7공구",1091330.59,2021562.145
WJ2006C001,에너지개발,345kV 신충주 분기 송전선로 건설사업,1024216.332,1900765.848
DG2009E002,도로의 건설,테크노폴리스 진입도로 건설사업,1089538.177,1751421.595
JJ2006E001,도로의 건설,옥과-적성간 도로 확장공사,974198.8517,1704787.666
ME2006E006,도로의 건설,남해고속도로(서김해~사상간)확장사업,1123718.362,1688665.08
DG2007E004,도로의 건설,경주시관내 국도대체우회도로(상구-효현)건설공사,1149775.828,1762721.356
ME2009D001,항만건설,포항영일만항 외곽시설(2-2단계) 축조공사 환경영향평가,1175332.643,1788870.832
ND2003E009,도로의 건설,마산항 진입도로 건설공사,1098303.998,1685001.249
YS2007E009,도로의 건설,광양시 국도대체우회도로(중군~진정)건설공사,1018570.066,1664032.016
GG2006E001,도로의 건설,인주산단(1공구) 해안진입도로 개설공사 및 공유수면 매립사업,945378.7906,1876607.255
ND2007D004,항만건설,천성항 어항개발사업,1119883.503,1671120.028
YS2008E009,도로의 건설,조천우회도로(함덕~동복) 건설공사,925515.4029,1505673.808
DG2007E001,도로의 건설,영주시관내 국도대체우회도로(가흥~상망) 건설공사,1100607.182,1872144.803
HG2006E003,도로의 건설,불현~신장간 도로 확ㆍ포장공사,981872.2512,1894978.313
JJ2007E005,도로의 건설,옥구~회현간 도로 확포장공사,930747.1224,1767102.727
ND2007E006,도로의 건설,고성죽계~마산진전 국도건설공사,1078782.295,1673287.034
ME2007E011,도로의 건설,성덕다목적댐 이설도로 건설사업,1131332.509,1803901.635
ND2006E004,도로의 건설,국가지원지방도 30호선(동산-각남) 건설공사,1044974.922,1748388.416
HG2007E006,도로의 건설,아산영인~평택청북(2) 도로건설공사,953756.2586,1886547.296
HG2005E026,도로의 건설,월롱~광탄간 도로 확포장공사,940552.1079,1978621.619
JJ2008E002,도로의 건설,황산-금산사IC 도로 확포장공사,950823.142,1751482.044
WJ2007E002,도로의 건설,정선~북면 국도개량공사,1103779.297,1938519.299
WJ2008E001,도로의 건설,나전~진부 도로건설공사,1095468.543,1948375.06
JJ2007E001,도로의 건설,사매~갈마간 도로확장공사,985467.6115,1726208.297
ND2004E013,도로의 건설,국가지원지방도 30호선(동읍-봉강) 건설공사,1105439.173,1702595.588
JJ2007E004,도로의 건설,화양~소라 도로확장공사,1011482.995,1635591.835
HG2005E027,도로의 건설,김포 고촌~운양 고속화도로 건설공사,933012.6379,1959096.304
JJ2007E002,도로의 건설,부전~쌍치간 도로건설공사,948231.8555,1725499.403
ME2011E005,도로의 건설,경부고속도로(경주-언양) 확장,1151486.021,1744463.363
ND2007E007,도로의 건설,남하~가조간 도로공사,1044642.509,1741074.171
ND2007E001,도로의 건설,국도대체우회 도로(무계~삼계),1122106.006,1693857.139
ND2011E006,도로의 건설,북면-부곡 국도건설공사,1101230.221,1709531.819
ME2008E001,도로의 건설,행정도시~고속철도 오송역 도로건설공사,984279.5719,1843319.379
YS2007E003,도로의 건설,돌산~우두간 도로확장공사,1024083.284,1629851.764
DG2008E001,도로의 건설,감포~구룡포 국도건설공사,1180329.418,1758280.319
GG2006E003,도로의 건설,양지-중척간 도로 확포장공사,991560.8045,1829885.185
DG2006E009,도로의 건설,국도 31호선 이설사업,1177863.808,1748774.833
DG2005E013,도로의 건설,"어일~대본간우회도로(국도14호선,지방도929호선)공사(구.양북929번 지방도 우회도로 공사",1176663.5,1754088.524
GG2007E001,도로의 건설,오송생명과학단지 지원도로(오송2지구) 건설공사,987605.473,1850067.542
ND2007E005,도로의 건설,거기~용산간 군도 확포장 사업,1041809.616,1749445.205
ME2007E006,도로의 건설,제2경인 연결(안양~성남간) 고속도로 민자사업,956826.9232,1934712.418
JJ2010C001,에너지개발,345kV 군산-새만금 송전선로 건설사업,932756.367,1770171.569
YS2007E004,도로의 건설,여수 국가산단 진입도로 개설공사,1019154.68,1655633.747
HG2007E010,도로의 건설,아산 영인~평택 청북(1공구) 도로건설공사,956841.7941,1879432.65
HG2007E004,도로의 건설,"제2자유로 및 연결도로, 운정연결도로",936554.0492,1959808.427
HG2007E002,도로의 건설,남양주 진접지구 주변도로 건설사업,971552.4872,1965236.597
DG2007E005,도로의 건설,구미시 관내 국도대체 우회도로(구포-생곡),1077105.806,1797985.868
HG2007E008,도로의 건설,용인시(삼가~대촌) 국도대체우회도로 개설공사,970549.4854,1915460.202
HG2008E002,도로의 건설,시흥시 관내(하중~안산) 국도대체우회도로 건설공사,940663.9768,1931359.579
ME2006E002,도로의 건설,동해~삼척간 고속도로 건설사업,1144918.377,1940194.549
ME2008E006,도로의 건설,상주-영덕(상주-의성간)고속도로 건설사업,1085850.143,1823477.883
HG2008E003,도로의 건설,파주월롱첨단산업단지 진입도로 개설,935955.3302,1981656.859
DG2006E010,도로의 건설,포항 영일만신항 배후도로 건설사업,1169554.654,1790747.264
ME2006E001,도로의 건설,음성~충주간(노은~엄정간)고속도로건설,1029480.971,1894693.385
YS2008E013,도로의 건설,북부순환도로 개설공사,946169.0503,1690965.908
ME2009E001,도로의 건설,서해안고속도로(안산-일직간)확장사업,944357.1386,1930975.121
YS2008E011,도로의 건설,무안공항 진입도로 4차로 확ㆍ포장공사,900122.0645,1661490.441
HG2008E001,도로의 건설,평택 OO기지주변 가로망 정비사업,958548.8763,1884510.977
GG2008E001,도로의 건설,태안 만리포 ∼ 태안 도로건설공사,884009.1054,1863898.279
ME2008E011,도로의 건설,부산항신항 제2배후도로 민간투자사업,1116261.679,1687703.916
DG2007E002,도로의 건설,옹점~신기간도로 확포장공사,1139276.787,1833484.934
YS2008D004,항만건설,추자항 건설공사,889654.2207,1552754.874
ME2008E012,도로의 건설,울산~포항 고속도로 건설사업,1167043.647,1752183.125
ME2008A087,도로의 건설,수도권서부(수원-광명) 고속도로 민간투자사업,947365.5831,1928020.121
DG2010C002,에너지개발,345kV 동울산분기 송전선로 건설사업,1171654.543,1745510.057
YS2006E005,도로의 건설,"지도-임자 연륙,연도교 건설공사",875864.9946,1677642.5
YS2008E001,도로의 건설,담양~순창 도로확장공사 실시설계 용역,959492.4499,1705597.661
DG2010E003,도로의 건설,문경 지역연계도로(단산터널) 조성사업,1060408.287,1860567.983
DG2010E004,도로의 건설,예안 ~ 청기간 도로 확포장공사,1133335.998,1856442.895
HG2008E004,도로의 건설,도하-덕도간 도로 민간투자사업,954592.1338,1983177.686
JJ2007E003,도로의 건설,인계~쌍치 도로확장공사(본안),960382.5284,1717653.997
ME2007E004,도로의 건설,평택~시흥 민자고속도로사업,937193.2426,1912339.916
ND2006C001,에너지개발,345kV 신김해~신녹산 송전선로 건설사업,1118855.034,1685879.986
ME2008E009,도로의 건설,충주-제천(산척-청풍간)고속도로사업,1050202.599,1896394.912
JJ2010E002,도로의 건설,고창-내장IC간 지방도 확포장 공사,932032.7502,1722393.308
ND2010E003,도로의 건설,초전-대곡간 4차로 확·포장공사,1058652.403,1694925.602
DG2010E001,도로의 건설,오천~장기간 도로 4차로 확포장공사,1177557.135,1773477.068
WJ2009E001,도로의 건설,반곡-남산 도로건설공사,1016847.774,1968092.275
GG2010E001,도로의 건설,보령~태안 도로건설공사,906209.8944,1818477.635
GG2010E002,도로의 건설,도청이전 신도시 진입도로,931717.3206,1851533.803
ND2010E004,도로의 건설,동호-남산간 군도 확포장공사,1038922.26,1754676.245
GG2010E003,도로의 건설,산성~무성간 오로 확포장공사(간이평가),1007860.052,1848511.119
HG2010E004,도로의 건설,동서진입도로 및 국도 77호선 건설사업,938596.0304,1917578.394
ME2010C011,에너지개발,포천복합화력발전소건설사업,970444.8887,1997643.236
ND2008E001,도로의 건설,대도시권 교통혼잡도로(옥동-농소),1164648.224,1738170.96
ND2009E002,도로의 건설,국가지원지방도 60호선(함안칠북~창원북면) 건설공사,1096703.138,1706056.1
ND2010E002,도로의 건설,삼장-산청 국도건설공사,1032190.932,1711121.201
ND2005E012,도로의 건설,고제~무풍 국도건설공사,1029878.459,1762944.093
YS2007E006,도로의 건설,갈사만 진입도로 3호선 개설공사,1028590.606,1663908.637
ME2008E005,도로의 건설,춘천~양양간 고속도로(인제~양양간) 건설사업,1084604.43,1998534.531
YS2008E007,도로의 건설,강진~마량 도로확장공사,935485.1607,1616650.629
YS2008E008,도로의 건설,남평~앵남 국가지원지방도 건설공사,943130.3622,1673289.164
HG2009E001,도로의 건설,한탄강홍수조절댐 이설도로,975249.3043,2009977.323
JJ2010E004,도로의 건설,아산-선운사간 군도 확포장공사,918906.4129,1721584.456
ND2011E001,도로의 건설,국가지원지방도69호선(대동~매리) 건설공사,1134448.956,1698090.823
ME2012E011,도로의 건설,대구순환고속도로 건설사업,1099183.419,1770676.308
ND2008C002,에너지개발,765kV신고리-북경남 송전선로 건설사업(1단계),1155490.151,1704978.489
DG2007C001,에너지개발,345㎸북경남 분기 송전선로 건설사업,1098465.598,1742491.59
DG2015E001,도로의 건설,삼자현터널 국도건설공사,1138332.213,1813097.528
YS2014E001,도로의 건설,장평~이양간 지방도 확포장공사,952958.0626,1648929.473
YS2014E004,도로의 건설,과역~남양간 지방도 확포장공사,989279.8987,1636705.407
DG2014E001,도로의 건설,증산-가천간 도로 확포장공사,1052325.584,1762571.338
YS2015M001,도로의 건설,무안 해안관광일주도로 노을길 조성사업,897248.752,1670384.189
ND2014E004,도로의 건설,국가지원지방도60호선(쌍백~봉수) 건설공사,1062619.115,1718944.346
HG2015E001,도로의 건설,와부~설악 도로건설공사,986815.0397,1959790.322
DG2014E003,도로의 건설,안동~영덕 국도건설공사,1138968.855,1836025.347
WJ2014E002,도로의 건설,진부역 진입도로공사,1097489.912,1962058.947
GG2015E001,도로의 건설,남일-보은(제2공구) 도로건설공사,1013665.161,1831134.929
HG2014E008,도로의 건설,오남-수동 도로건설공사,978683.271,1966641.821
ND2013E001,도로의 건설,고성-통영 국도건설공사,1083857.571,1663004.068
WJ2015E004,도로의 건설,지방도463호 문혜~자등간 도로확포장공사,989177.3999,2019914.019
HG2015E002,도로의 건설,수원외곽순환(북부)도로 민간투자사업,952958.0626,1648929.473
ME2016E001,도로의 건설,봉담~송산 고속도로 민간투자사업,944208.2769,1910916.429
GG2016E001,도로의 건설,청양~신양IC 도로건설공사,940864.5825,1835987.789
ME2016E004,도로의 건설,국지도84호선(길상~선원) 도로개설공사,910577.5793,1965157.223
GG2009E002,도로의 건설,보령 화산~청양 청양 도로건설공사,929162.9956,1825242.473
DG2011E003,도로의 건설,울릉도 일주도로 건설공사,1301408.928,1952734.133
JJ2011E001,도로의 건설,익산일반산업단지 진입도로 개설공사,957722.1239,1788646.887
DG2012E005,도로의 건설,구미국가 제5산업단지 진입도로 개설공사(1공구),1079691.404,1798427.769
DG2013E001,도로의 건설,흥해우회 국도건설공사,1165421.459,1792562.641
WJ2013E007,도로의 건설,둔내~무이1외 1개소 도로건설공사,1065714.838,1951024.623
WJ2013E008,도로의 건설,무이~장평외 1개소 도로건설공사,1080748.546,1956105.24
GG2013E001,도로의 건설,아산신도시 해제지역 연계교통망,962653.2786,1867335.457
WJ2013E001,도로의 건설,괴산~음성 도로건설공사,1019575.293,1875439.433
WJ2013E004,도로의 건설,충청내륙고속화(제3공구) 도로건설공사,1030698.28,1885864.666
WJ2013E006,도로의 건설,충청내륙고속화(제2공구) 도로건설공사,1022177.079,1881856.83
DG2013E002,도로의 건설,김천시 국도대체우회도로(옥률-대룡) 건설공사,1052535.111,1795318.923
HG2014E005,도로의 건설,팔탄우회도로 연장노선 건설사업,946960.7651,1895108.939
ME2013E001,도로의 건설,광명-서울고속도로 민간투자사업,940829.3926,1944244.868
ND2014E003,도로의 건설,국가지원지방도60호선(매리~양산) 건설공사,1135511.37,1706517.378
JJ2014E001,도로의 건설,줄포만 해안체험 탐방도로 개설공사,922303.729,1733313.415
HG2014E002,도로의 건설,시도13호선 도로 확포장공사,941083.4427,1907572.664
YS2013E001,도로의 건설,중군~진상 도로건설공사,1017702.492,1666170.816
GG2013E003,도로의 건설,보령~부여 도로건설공사,931641.1724,1809682.863
ND2013E002,도로의 건설,주상~한기리 국도건설공사,1039041.328,1759927.519
HG2014E001,도로의 건설,영흥 보행자 및 자전거도로 개설사업,910052.7669,1918378.424
YS2014E003,도로의 건설,법성-홍농 도로건설공사,904859.0556,1710013.758
HG2014E003,도로의 건설,강화해안순환도로(2공구) 개설공사,909562.7632,1978048.208
ME2013E002,도로의 건설,대구순환고속도로(성서-지천) 건설사업,1087914.893,1764538.085
YS2013E004,도로의 건설,신흥~용동간 지방도 확포장 공사,969500.5153,1623415.596
WJ2014E001,도로의 건설,관동별곡 800리길 역사체험탐방로 조성사업,1086550.24,2043487.816
GG2014E001,도로의 건설,오송-청주공항 도로건설공사,986790.7375,1848182.556
ND2014E001,도로의 건설,무안-내이간 도로 확포장공사,1107591.76,1722088.174
WJ2013E005,도로의 건설,충청내륙고속화(제1공구) 도로건설공사,1011145.47,1870096.499
ME2012E005,도로의 건설,함양-울산고속도로(창녕-밀양간)건설사업(재협의),1092377.068,1719198.658
ME2012E009,도로의 건설,당진-천안(아산-천안)고속도로 건설사업,961746.7684,1865298.262
GG2015E002,도로의 건설,영동~보은 도로건설공사,1025183.287,1815339.054
GG2015E003,도로의 건설,천안시 국도대체우회도로(서북~성거)건설공사,970727.8197,1874425.088
ME2015E001,도로의 건설,새만금 동서 2축 도로건설공사,915998.3996,1760042.973
YS2015E001,도로의 건설,영암ㆍ해남 관광레저형 기업도시 진입도로 개설공사,904922.833,1635268.904
DG2015E002,도로의 건설,국가지원지방도28호선(단산~부석사)건설공사,1102331.85,1888997.81
WJ2015E001,도로의 건설,국도42호선 원주~새말 도로건설공사,1045557.973,1935766.711
DG2014E002,도로의 건설,경주시 국도대체우회도로(상구-효현) 건설공사,1149542.695,1762086.918
ND2016E001,도로의 건설,국가지원지방도 60호선(칠북~북면) 건설공사(재협의),1096033.825,1706073.579
JJ2006E003,도로의 건설,금구-김제간 도로확포장공사,951414.4283,1754739.619
HG2007E003,도로의 건설,지방도 358호선(김포~관산간) 도로개설,931641.3787,1967303.305
YS2006E008,도로의 건설,덕례~용강 도로 확포장공사,1006980.18,1662840.206
YS2008E004,도로의 건설,하남산단 외곽도로 건설공사,935726.5423,1688961.473
DG2009E003,도로의 건설,영천~삼창 국도건설공사,1127492.907,1782880.374
HG2009E002,도로의 건설,덕송~내각 고속화도로 민간투자사업,967935.8642,1965287.445
ME2009E002,도로의 건설,구리~포천 고속도로 민간투자사업(본안+변경:소흘JCT형식변경 및 휴게소 위치변경),968026.578,1972754.817
DG2011E001,도로의 건설,경주 양남~경주 감포 국도건설공사,1178642.178,1750184.012
ME2011E007,도로의 건설,서해안고속도로(평택-서평택) 확장사업,944316.7483,1890376.253
ND2013E003,도로의 건설,황매산연결도로 확포장공사,1053297.319,1719775.722
DG2012E003,도로의 건설,도청이전지(예천방향) 진입도로 개설공사,1086098.262,1846743.514
WJ2015E002,도로의 건설,국지도70호선 대곡~반곡 도로건설공사,1013774.175,1962617.981
HG2014E007,도로의 건설,서부간선 지하도로 민간투자사업,945208.2453,1945494.311
DG2016E001,도로의 건설,한기리-교리 국도건설공사,1043861.22,1771320.558
HG2006A001,도시의 개발,가락시영아파트 주택재건축정비사업,965257.2237,1944347.468
HG2006A002,도시의 개발,평택 소사벌지구 택지개발사업,965414.0485,1889638.482
HG2007A006,도시의 개발,군포 송정 국민임대주택단지 조성사업,948733.6865,1924295.814
ME2004A010,도시의 개발,고양 일산덕이구역 도시개발사업,934144.4447,1966922.169
HG2006A004,도시의 개발,화성향남2지구 택지개발사업,947473.3581,1901499.076
DG2008A001,도시의 개발,구미 교리2지구 도시개발사업,1072379.653,1805765.137
HG2007A012,도시의 개발,문정 도시개발사업,966268.8616,1942841.669
HG2008A003,도시의 개발,마곡도시개발사업,940731.0897,1951898.97
ME2009A009,도시의 개발,청원현도 보금자리주택지구 조성사업(청원현도 국민임대주택단지 조성사업),993461.5979,1831299.399
HG2008A010,도시의 개발,평택 용죽 도시개발사업,966588.2413,1888673.362
HG2009A010,도시의 개발,송도 대우자동차판매㈜부지 도시개발사업,924344.7149,1935315.081
HG2006A010,도시의 개발,양주광석지구 택지개발사업,953530.1797,1980288.699
HG2009A012,도시의 개발,용인 구갈역세권 도시개발사업,966094.6717,1919420.318
JJ2009A001,도시의 개발,전주만성 도시개발사업,961730.0397,1760958.677
ME2008A083,도시의 개발,인천검단신도시 택지개발사업,929045.2448,1955674.311
DG2010A001,도시의 개발,포항 초곡지구 도시개발사업,1165205.795,1790271.282
ME2009A045,도시의 개발,고양향동지구 택지개발사업,946347.2046,1955840.702
ME2009B004,산업입지 및 산업단지,포항블루밸리 개발사업,1179636.728,1775512.387
GG2008B003,산업입지 및 산업단지,아산테크노밸리 조성사업(재협의),960828.832,1880479.211
ME2007A125,도시의 개발,경남진주 혁신도시 개발사업,1058427.427,1686830.866
ME2008A088,도시의 개발,울산다운2 보금자리주택지구 조성사업,1160583.763,1733513.966
DG2007B001,산업입지 및 산업단지,포항 영일만항 배후 2일반지방산업단지 조성사업,1172129.904,1792643.286
HG2009B006,산업입지 및 산업단지,평택 브레인시티 첨단복합산업단지 조성사업,964055.6346,1894499.89
ME2009A037,도시의 개발,영동 황간물류단지 조성사업,1035961.63,1802053.646
ME2008A086,도시의 개발,김해복합스포츠시설 조성사업,1113049.803,1693947.835
JJ2003A004,도시의 개발,익산왕궁온천 도시개발사업,960166.5043,1770105.308
YS2008B003,산업입지 및 산업단지,광양 신금일반산업단지 조성사업,1020083.802,1664478.021
ME2009A011,도시의 개발,고양원흥 보금자리주택지구,944451.1703,1959306.051
WJ2007B002,산업입지 및 산업단지,제천 제2지방산업단지 조성사업,1057906.005,1905783.714
GG2009B002,산업입지 및 산업단지,옥산산업단지 조성사업,988677.7339,1855512.21
HG2009A001,도시의 개발,평택 수촌지구 주택건설사업,965314.9656,1891446.962
ME2006B001,산업입지 및 산업단지,연천백학지방산업단지 조성사업,949253.4417,2002046.361
ME2008C007,에너지개발,"당진화력 9,10호기 건설사업",910993.6327,1895538.701
GG2006B004,산업입지 및 산업단지,대산일반지방산업단지 조성사업,901630.5333,1890105.515
YS2008B007,산업입지 및 산업단지,강진 성전일반산업단지조성,930194.669,1631932.611
GG2006E002,도로의 건설,시도10호선(부송-양당) 도로확포장공사,965905.0845,1874947.725
ME2009A006,도시의 개발,의정부고산 국민임대주택단지,965751.598,1970564.471
YS2007B004,산업입지 및 산업단지,동화 전자종합 농공단지 조성사업,929892.8379,1697872.76
ND2007B001,산업입지 및 산업단지,함양일반지방산업단지 조성사업,1026774.856,1727804.602
ND2008B021,산업입지 및 산업단지,서리농공단지 조성사업,1092636.419,1718358.884
ME2009B003,산업입지 및 산업단지,빛그린 산업단지 개발사업,923832.1808,1687157.482
ND2009B025,산업입지 및 산업단지,마산시 석곡일반산업단지계획,1096188.619,1680572.856
HG2007A019,도시의 개발,도화구역 도시개발사업,925827.5027,1941822.959
ND2006A005,도시의 개발,감계지구 도시개발사업,1099224.462,1701163.829
ND2007B008,산업입지 및 산업단지,김해일반지방산업단지 조성사업,1120983.946,1692009.414
ND2005A002,도시의 개발,김해 진영2지구 택지개발사업,1112170.141,1702410.966
