사업코드,사업구분,사업명,X좌표,Y좌표
GG2008B013,산업입지 및 산업단지,서산2일반산업단지 조성사업,909360.8424,1874257.316
GG2011B008,산업입지 및 산업단지,연기세종테크노밸리 일반산업단지 조성사업,970487.6877,1846234.23
ME2006D001,항만건설,중.저준위 방사성폐기물 처분시설관련 항만시설공사(울진),1167222.672,1902056.108
YS2009B001,산업입지 및 산업단지,현대삼호중공업 서측부지 조성공사,895852.8434,1639273.229
HG2008A007,도시의 개발,인천한들지구 택지개발사업,926772.7977,1953729.696
ND2009B006,산업입지 및 산업단지,월평일반산업단지 조성사업,1077089.772,1660987.539
DG2007D002,항만건설,포항구항 어선부두 배후부거 조성사업,1169147.491,1784873.884
ND2007B006,산업입지 및 산업단지,고성조선산업특구조성사업(내산지구),1089236.924,1673344.72
ME2008D004,항만건설,웅동지구 1단계 항만배후단지 조성사업,1116060.997,1678045
ND2008A008,도시의 개발,김해진례시례지구 도시개발사업,1112340.973,1696536.958
HG2007A010,도시의 개발,양주신도시(옥정지구) 택지개발사업,963833.5025,1980652.965
ME2008C002,에너지개발,현대제철 기력발전설비 신설사업,928410.2702,1888034.538
YS2006B002,산업입지 및 산업단지,진도군내 지방산업단지 조성사업,887306.4855,1621645.385
ME2007A162,도시의 개발,완주삼봉 국민임대주택단지 조성사업,965627.1942,1769548.901
GG2010B010,산업입지 및 산업단지,예산 신소재일반산업단지,928569.021,1866874.251
GG2008A006,도시의 개발,남대전종합물류단지 개발사업,997205.681,1808317.276
YS2009A001,도시의 개발,나주 남평지구 도시개발사업,940794.0241,1671978.074
ME2007A203,도시의 개발,양산 사송지구 택지개발사업,1142840.452,1703018.664
ND2007D003,항만건설,울산신항(1-2단계)남항부두 축조공사,1169578.839,1717564.932
ME2007C009,에너지개발,"GS부곡 LNG복합화력발전소 3,4호기 건설사업",936035.8782,1884400.13
ND2007B010,산업입지 및 산업단지,정촌 일반지방산업단지 조성사업,1054936.173,1681081.706
ND2008D001,항만건설,진해항철재전용부두 축조공사,1109233.552,1681326.773
JJ2006D002,항만건설,군장항 항로 준설사업,915218.6473,1776278.631
GG2008B011,산업입지 및 산업단지,정안2농공단지 조성사업,966795.3681,1846969.68
ME2007A190,도시의 개발,대구 연경지구 택지개발사업,1101371.678,1772405.348
DG2008A003,도시의 개발,대구한의대학교 확장사업,1115301.788,1756197.183
DG2007B004,산업입지 및 산업단지,성서5차 지방산업단지 조성사업,1087537.172,1764611.188
ME2007A180,도시의 개발,광주ㆍ전남공동 혁신도시 개발사업,935145.6023,1669501.836
ND2008A001,도시의 개발,울산하늘공원 조성사업,1148004.302,1721121.964
ME2008B001,산업입지 및 산업단지,경주 외동 문산일반산업단지 조성사업,1164621.745,1742711.782
ND2008A006,도시의 개발,진주 평거4지구 도시개발사업,1049947.761,1685725.006
YS2007B006,산업입지 및 산업단지,해남 화원지방산업단지 조성사업,892440.9827,1638908.062
WJ2008B009,산업입지 및 산업단지,괴산 건축자재 특화산업단지 조성사업,1028192.238,1869421.333
HG2005D002,항만건설,평택(당진)항 모래부두축조 및 부지조성공사(재협의),937200.4766,1890655.085
ME2007A196,도시의 개발,고양 삼송지구 택지개발사업,946144.2097,1961830.719
ND2007D002,항만건설,지세포 다기능어항 개발사업,1110093.088,1649692.172
ME2007A166,도시의 개발,울산국립대학 건설사업,1153073.134,1731935.716
WJ2008B001,산업입지 및 산업단지,대포 제2농공단지 조성사업,1095990.159,2019788.729
YS2006D004,항만건설,국동항 다기능 어항 개발사업,1020305.607,1637050.978
WJ2008B002,산업입지 및 산업단지,아세아시멘트(주)부지확장 사업,1071218.136,1912206.253
GG2008A008,도시의 개발,충남도청이전신도시개발사업,926337.1586,1851056.5
WJ2008B006,산업입지 및 산업단지,원주 문막반계일반산업단지 조성사업,1026770.927,1922227.843
ND2011B007,산업입지 및 산업단지,창원철강일반산업단지,1099002.171,1703661.824
ME2011C005,에너지개발,동해바이오매스발전소건설사업(초안),1145420.713,1944179.898
ND2006B007,산업입지 및 산업단지,사포일반지방산업단지 조성사업,1112060.117,1719640.212
ND2007B014,산업입지 및 산업단지,밀양제대농공단지 조성사업,1111098.846,1721642.885
ME2007A176,도시의 개발,공주월송지구 국민임대주택단지 조성사업,968888.6546,1831031.324
HG2007A008,도시의 개발,한국국제전시장 2단계부지 조성사업,933037.176,1963052.478
ND2005C002,에너지개발,765㎸ 북경남변전소 건설사업,1095407.73,1735836.707
ND2007A008,도시의 개발,부산시민공원 조성사업,1141830.779,1687026.727
ME2007A124,도시의 개발,충북 진천·음성 혁신도시 개발사업,1003700.703,1878727.315
DG2006D001,항만건설,포항구항 호안 조성사업,1168726.063,1784489.224
GG2008A005,도시의 개발,청주 방서지구 도시개발사업,1000073.292,1844929.858
ME2007A215,도시의 개발,전북 전주.완주 혁신도시 개발사업(재협의),959253.1908,1759592.224
ND2007A004,도시의 개발,진주 초장 1지구 도시개발사업,1055515.701,1690930.308
ME2007A181,도시의 개발,전북 혁신도시 개발사업,959084.5484,1759675.654
WJ2008B007,산업입지 및 산업단지,괴산 감물 가구 산업단지 조성사업,1034280.948,1871302.717
ND2008B025,산업입지 및 산업단지,대독일반산업단지,1073775.635,1663650.95
GG2010B009,산업입지 및 산업단지,대덕연구개발특구 2단계(문지지구),991715.2898,1821751.075
WJ2006B001,산업입지 및 산업단지,단양 신소재 지방산업단지 조성사업,1071857.32,1891015.652
ND2007B007,산업입지 및 산업단지,고성조선산업특구 조성사업(장좌지구),1088077.934,1666830.427
ME2007A200,도시의 개발,시흥목감지구 택지개발사업,942820.4315,1931012.82
ND2008A004,도시의 개발,경부고속철도 울산역 역세권개발사업,1148278.688,1729769.362
WJ2008D001,항만건설,"지방어항(가진, 오호, 동산, 영진) 건설사업",1101989.957,2015378.423
ME2005D006,항만건설,광양항 3-3단계 컨테이너부두 민간투자사업,1011897.216,1655649.05
HG2007A005,도시의 개발,호계매곡지구 도시개발사업,1168612.872,1739079.14
YS2006D008,항만건설,함평항 개발 및 항로준설,897059.2445,1684393.291
ME2007C012,에너지개발,"하동화력 7, 8호기 건설사업(재협의)",1029233.629,1662558.116
JJ2008B006,산업입지 및 산업단지,남원 노암제2농공단지 조성사업,988523.8054,1710031.27
WJ2009B001,산업입지 및 산업단지,춘천 전력IT 산업단지 조성사업,1011113.169,1974238.884
ND2008Q003,도로의 건설,"2007년도 의령군 하천골재채취예정지 지정(지정,낙서지구)",1083613.421,1718239.369
ME2008A076,도시의 개발,서귀포강정 택지개발사업,907088.7461,1473964.384
DG2007D001,항만건설,기성항 건설사업,1174777.693,1868966.899
DG2007B003,산업입지 및 산업단지,영천 일반산업단지 조성사업,1130794.582,1769383.756
JJ2007B003,산업입지 및 산업단지,정읍첨단과학산업단지,940389.9452,1723576.077
ME2007A179,도시의 개발,강원 혁신도시 개발사업,1042855.084,1925512.993
ME2008D003,항만건설,남양항 어항시설사업,1294668.897,1946499.996
ME2007C008,에너지개발,군산복합화력발전소 건설사업,930700.9419,1776602.263
JJ2008B001,산업입지 및 산업단지,신재생에너지 테마파크 조성사업,918600.4564,1746747.011
ND2012B016,산업입지 및 산업단지,칠북 영동일반산업단지 조성사업,1094236.5,1703975.253
YS2008D001,항만건설,녹동항 정비공사,966109.3233,1614827.837
DG2008D001,항만건설,울진군 죽변면 봉평지구 연안정비사업,1170296.938,1895520.864
ME2007A202,도시의 개발,부산동삼 혁신도시 개발사업,1143917.86,1676873.284
YS2011B001,산업입지 및 산업단지,여수 묘도 녹색산업단지(일반) 조성사업,1017934.07,1654229.694
HG2008B002,산업입지 및 산업단지,용인 덕성일반산업단지,974139.83,1908232.376
ME2007A191,도시의 개발,인천가정지구 택지개발사업,926315.1648,1947948.505
DG2008C002,에너지개발,김천 쏠라플랜트 건설사업,1051545.344,1804528.573
ME2010C007,에너지개발,"현대그린파워 5,6호기 발전소 건설사업",930065.3485,1888341.581
ND2007B012,산업입지 및 산업단지,한내 조선특화 농공단지 조성사업,1100150.951,1660410.135
WJ2007A005,도시의 개발,충주호암지구 택지개발사업,1038520.251,1884021.952
HG2008A002,도시의 개발,용인 중동(동진원) 도시개발사업,968540.2141,1920539.98
WJ2011B005,산업입지 및 산업단지,괴산 첨단산업단지 조성사업,1012821.961,1865613.544
HG2012A001,도시의 개발,검단3구역 도시개발사업,924920.8892,1955278.489
HG2012A002,도시의 개발,평택 동삭2지구 도시개발사업,964588.797,1891153.216
HG2012B001,산업입지 및 산업단지,군포 부곡첨단산업단지 조성사업,950473.7742,1925435.314
HG2012B002,산업입지 및 산업단지,김포 학운3일반산업단지 조성사업,920802.9992,1957119.323
ND2006A006,도시의 개발,창원 무동지구 도시개발사업,1098367.671,1703091.66
GG2008A011,도시의 개발,아산 모종·풍기지구 도시개발사업,957344.1375,1864684.657
ME2011C016,에너지개발,대구혁신도시 집단에너지사업,1108788.177,1765747.46
YS2008B006,산업입지 및 산업단지,광양 익신일반산업단지 조성사업,1009622.938,1661952.434
DG2011B006,산업입지 및 산업단지,영덕 제2농공단지 조성사업,1170995.045,1829949.609
YS2012B012,산업입지 및 산업단지,강진 칠량2농공단지 조성사업,934777.473,1622034.619
HG2008A009,도시의 개발,용인 남사(아곡) 도시개발사업,970875.1056,1906410.872
YS2011B003,산업입지 및 산업단지,페로니켈공장 건설사업(증설)-재협의,1024665.081,1657993.866
YS2011D002,항만건설,목포신항 준설토 투기장 조성사업,895265.0263,1642172.133
YS2011D005,항만건설,목포신항 소형어선 접안시설,896460.23,1640003.706
YS2011D006,항만건설,광양항 원료부두 #7선석 및 전천후부두 신설사업,1020474.3,1657089.537
HG2008Z001,도시의 개발,경원대학교 확장사업,967588.7027,1939597.738
HG2008D001,항만건설,아암물류2단지(제3투기장) 부지조성사업,922212.4713,1936184.021
ND2008B003,산업입지 및 산업단지,한내지구 조선기자재 공장 증설사업(재협의),1099875.21,1660963.466
GG2009B004,산업입지 및 산업단지,예당일반산업단지,930748.1159,1863403.854
HG2007A013,도시의 개발,기흥호수공원 조성사업,964244.008,1915453.23
ND2008B027,산업입지 및 산업단지,상리일반산업단지 조성사업,1066708.861,1665641.338
YS2012B014,산업입지 및 산업단지,광양국가산업단지 명당3지구,1023719.303,1662449.471
YS2012B013,산업입지 및 산업단지,동함평 일반산업단지 조성사업,913206.6126,1674476.032
ME2010D001,항만건설,영산강 하구둑 구조개선사업,906421.6367,1639235.157
HG2010D005,항만건설,고온항(어촌정주어항) 정비사업,933118.2027,1893205.18
ND2008B001,산업입지 및 산업단지,창원일반지방산업단지 조성사업,1109178.276,1704959.859
HG2010D007,항만건설,전곡 다기능항 개발사업,924830.944,1910251.599
GG2008A012,도시의 개발,대전역세권재정비촉진계획수립,994235.1731,1815137.329
YS2011B002,산업입지 및 산업단지,함평 해보농공단지 조성사업,918479.4148,1686141.01
YS2011D001,항만건설,광양항 배수로 정비사업,1014703.936,1657979.432
ME2007C020,에너지개발,영흥화력 5~6호기 건설사업,905465.3265,1917413.05
ND2007B004,산업입지 및 산업단지,안정국가산업단지 개발사업(재협의),1085448.803,1663779.431
ND2007A005,도시의 개발,감만1구역 주택재개발 정비사업,1144283.577,1681192.573
ME2008B003,산업입지 및 산업단지,오산 가장2 일반산업단지,958404.1201,1907574.627
HG2008A006,도시의 개발,오산 세교2지구 택지개발사업,960032.9387,1905752.861
GG2007A004,도시의 개발,당진 대덕수청지구 도시개발사업,923577.1548,1876670.765
HG2008A008,도시의 개발,김포 감정1지구 도시개발사업,927468.6495,1959723.878
HG2010B008,산업입지 및 산업단지,평택 신재생일반산업단지 개발사업(평택시 율북리),953114.6864,1895868.298
HG2010B009,산업입지 및 산업단지,평택 Kdb Utoplex(이주기업 일반산업단지),964456.5048,1898693.438
HG2010D001,항만건설,경인 아라뱃길 접근항로 개설 및 항만부지호안 조성사업,919803.5681,1949618.268
ME2007C015,에너지개발,영월 복합화력발전소 건설사업,1087980.307,1907631.341
ND2006D001,항만건설,대변항 다기능어항 개발사업,1157584.641,1693189.751
HG2008A014,도시의 개발,평택 영신지구 도시개발사업,962841.6736,1891376.168
HG2008A015,도시의 개발,의정부 경기북부 광역행정타운 1.2구역 도시개발사업,961792.7703,1972841.455
YS2008A006,도시의 개발,노형2지구 도시개발사업,904943.1733,1499328.082
HG2007A007,도시의 개발,동춘1구역 도시개발사업,925498.2978,1934552.723
JJ2008B003,산업입지 및 산업단지,익산종합의료과학산업단지,951125.7155,1781833.794
YS2010Z001,산업입지 및 산업단지,광양 합성천연가스(SNG) 플랜트 건설사업,1024762.969,1655460.777
HG2010B007,산업입지 및 산업단지,김포 한강시네폴리스 일반산업단지,932349.5963,1959390.243
ND2007A006,도시의 개발,진주시 하수종말처리시설 3단계 증설사업,1056810.306,1690130.061
WJ2007A002,도시의 개발,원주 대명농원 도시개발사업,1036544.681,1928913.764
ME2007A126,도시의 개발,군포 복합화물터미널 확장 민간투자사업 재협의,950268.1522,1926178.491
ND2010A004,도시의 개발,양산주진·흥등지구 도시개발사업,1149699.719,1712611.345
DG2008B001,산업입지 및 산업단지,문경시 영순제2농공단지조성사업,1065997.737,1840675.887
WJ2008B003,산업입지 및 산업단지,춘천 도시첨단문화산업단지 조성사업,1016720.292,1988023.975
HG2008A011,도시의 개발,고양 풍동(2)지구 택지개발사업,938161.0937,1963475.741
HG2008A012,도시의 개발,김포 풍무5지구 도시개발사업,931657.3933,1956029.563
HG2008A013,도시의 개발,루원시티 도시개발사업(인천 가정오거리),927318.5164,1947495.581
ND2008B008,산업입지 및 산업단지,거창 일반지방산업단지 조성사업,1038965.301,1739854.776
GG2010Z002,산업입지 및 산업단지,선진정공(주) 공장부지 증설,937058.2275,1877147.847
ND2011D001,항만건설,감천항 정온도향상 외곽시설 설치공사,1137578.173,1673710.954
ND2011D008,항만건설,학리항 정비계획,1158853.489,1697459.108
GG2012A005,도시의 개발,공주 소방방재 연구단지 건립공사,960244.2483,1836299.471
GG2012B002,산업입지 및 산업단지,진천 구산리 롯데알미늄(주) 진천공장,1001545.954,1874995.567
GG2012B003,산업입지 및 산업단지,천안 동부바이오 일반산업단지,986274.2868,1863824.01
YS2012D001,항만건설,창유항 건설사업,866804.3809,1591161.46
GG2009B006,산업입지 및 산업단지,가산일반산업단지,971123.868,1839218.215
ME2008C001,에너지개발,현대제철 기력발전설비 신설사업,928414.5942,1888030.936
GG2012B005,산업입지 및 산업단지,아산 음봉디지털산업단지 조성사업,958779.0489,1874484.718
GG2012I001,하천의 이용 및 개발,논산천 탑정지구 등 2개지구 하천환경정비공사,964937.1707,1800558.742
GG2012I004,하천의 이용 및 개발,무한천 신창지구 등 3개지구 하천환경정비공사,940601.3226,1859965.043
ND2008B006,산업입지 및 산업단지,실크ㆍ생물산업전문농공단지 조성사업,1060746.831,1684913.198
DG2008B002,산업입지 및 산업단지,경주 건천2일반산업단지 조성사업(재협의),1145293.059,1764857.658
ND2008B026,산업입지 및 산업단지,청포일반산업단지 조성사업,1091286.254,1656570.724
HG2011I003,하천의 이용 및 개발,"문산천 문산,월롱지구 하천환경정비사업",937703.6723,1980822.751
ME2007A216,도시의 개발,행정중심복합도시 수질복원센터,977362.1607,1829692.39
ME2007A217,도시의 개발,원주기업도시개발사업,1033448.607,1931062.928
WJ2011B001,산업입지 및 산업단지,강릉 주문진제2농공단지 조성사업,1116487.062,1986108.903
WJ2011B004,산업입지 및 산업단지,단양군 자원순환특화단지 조성사업,1075205.014,1893012.557
JJ2007D001,항만건설,군산항 자동차 전용부두(42선석) 축조공사,916516.0973,1775982.343
HG2006B004,산업입지 및 산업단지,화성동탄택지지구 도시지원시설용지내 도시형공장 조성사업,962116.7824,1913042.067
ND2008B002,산업입지 및 산업단지,진해국가산업단지 조성사업(재협의),1110383.592,1680217.569
ME2009A010,도시의 개발,대구대곡2 보금자리주택지구 조성사업(대구대곡2지구 국민임대주택단지 조성사업),1092938.037,1756619.584
GG2011B009,산업입지 및 산업단지,보은 첨단산업단지 조성사업,1020920.128,1825374.844
ME2011C003,에너지개발,광양제철소 CDQ 발전기 설치사업,1024603.258,1658577.49
GG2011D001,항만건설,"지방어항(고대도, 장고도) 개발사업",897303.2983,1822064.295
YS2009B004,산업입지 및 산업단지,제주용암해수 산업단지 개발사업,936408.7657,1505687.721
YS2009B006,산업입지 및 산업단지,진도 군내농공단지 조성사업,888572.8551,1620542.523
GG2012E001,도로의 건설,초정~미원간 도로확포장공사,1011593.649,1854399.872
HG2012C001,에너지개발,345kV 신가평~신포천 송전선로 건설사업(NO.119~141),983623.4721,1993153.256
ME2009A033,도시의 개발,2012여수세계박람회 조성사업,1022669.764,1639814.67
ME2009A039,도시의 개발,서울 내곡 보금자리주택지구 조성사업,960900.1996,1939344.876
ME2011A005,도시의 개발,전주효천지구 도시개발사업,964344.283,1755916.164
DG2012B007,산업입지 및 산업단지,안강 검단일반산업단지 조성사업,1153050.613,1771073.753
DG2012B009,산업입지 및 산업단지,구미국가3산단 내 LG디스플레이 공장부지확장,1081389.242,1789625.723
ND2010D004,항만건설,수산물 수출가공 선진화단지 건설사업,1137862.923,1674333.383
HG2011B002,산업입지 및 산업단지,시흥 매화일반상업단지 조성사업,939985.7488,1935156.051
HG2012E001,도로의 건설,포천~소흘간 도로 확포장공사,971802.8617,1984829.199
GG2010B002,산업입지 및 산업단지,산수산업단지,998487.7573,1877994.539
GG2010D001,항만건설,안흥항 정비사업,877804.7222,1854474.078
GG2011E003,도로의 건설,행정도시~대덕테크노밸리 도로건설공사,986741.2772,1829718.854
GG2011E005,도로의 건설,간월호 관광도로 건설공사,908341.5378,1859303.413
HG2011E001,도로의 건설,양평~양서간 폐철도활용 자전거도로개설공사,991304.688,1946746.67
HG2011E002,도로의 건설,"지방도 318호선 금당-선읍간 도로 확,포장 공사",1005588.669,1903346.066
ME2012E010,도로의 건설,옥산-오창고속도로 민간투자사업,990957.3809,1858477.084
ME2011C014,에너지개발,"태안화력 9, 10호기 건설사업",887229.5604,1879094.802
ME2011C018,에너지개발,"현대그린파워 발전소 7, 8호기 건설사업",930175.7547,1888367.832
ME2011C019,에너지개발,MPC 율촌 LNG 복합화력발전소(2호기),1008642.928,1657449.734
GG2012A001,도시의 개발,진천교성지구 도시개발사업,994287.5977,1871952.878
HG2011D001,항만건설,아산만 방조제 배수갑문 확장사업,947095.3937,1879279.329
ND2011A001,도시의 개발,동명대학교 실시계획변경인가,1146014.888,1681736.008
DG2012B008,산업입지 및 산업단지,예천 제2농공단지 조성사업,1088410.651,1852594.575
HG2010A008,도시의 개발,용현·학익 2-1블록 도시개발사업,924454.0148,1939243.317
HG2010A009,도시의 개발,평택 가재지구 도시개발사업,996033.6945,1977189.483
ND2008B016,산업입지 및 산업단지,창녕 대합일반산업단지 조성사업,1085014.896,1735981.341
ND2012E003,도로의 건설,산성터널 민간투자사업,1141653.406,1695199.454
ND2012I002,하천의 이용 및 개발,낙동강수계 반성지구 하천개수공사,1070076.706,1687161.503
ND2012I004,하천의 이용 및 개발,밀양강 가곡지구 하천환경정비사업 등 5개지구,1115326.609,1722123.949
YS2010E004,도로의 건설,고서~대덕 국가지원지방도 건설공사(간이),955907.991,1693392.616
DG2012B006,산업입지 및 산업단지,왜관3 일반산업단지 개발사업,1082865.474,1770678.208
YS2009B009,산업입지 및 산업단지,영광 대마일반산업단지 조성사업,915901.7839,1699088.03
ND2007B009,산업입지 및 산업단지,마동농공단지 조성사업,1081447.899,1664115.13
HG2012E007,도로의 건설,지방도338호선 도로 확포장공사,974615.7393,1936980.033
GG2009E004,도로의 건설,덕산~이월간 도로 확포장공사,998005.6477,1879083.781
HG2010B005,산업입지 및 산업단지,"포천 장자 일반산업단지조성사업(구,포천 신평3리 일반산업단지(포천 신북면 신평3리))",976320.8306,1995321.098
HG2012I001,하천의 이용 및 개발,복하천 다대ㆍ갈산지구 하천환경정비사업,999628.0056,1921998.376
HG2012I002,하천의 이용 및 개발,경안천 서하 ㆍ경안지구 하천환경정비사업,980411.4568,1935631.926
GG2011A002,도시의 개발,남서울대학교 부지증설사업,967780.1348,1878652.683
JJ2011A001,도시의 개발,군산 물류단지 조성사업,922289.8347,1772104.535
JJ2011I001,하천의 이용 및 개발,고부원평천 하도정비 공사,937822.3814,1747827.803
ME2012A002,도시의 개발,서울고덕강일 보금자리주택지구 조성사업,970778.5477,1951883.472
HG2011A003,도시의 개발,용현·학익 1블록 도시개발사업,924170.0844,1938177.641
HG2011A004,도시의 개발,하남시 지역현안사업부지 2지구,975001.7409,1949513.487
HG2011B001,산업입지 및 산업단지,파주 적성 일반산업단지 조성,948081.7798,1996811.706
HG2012D001,항만건설,2014 인천아시아경기대회 요트경기장(왕산마리나) 건설공사,898972.7601,1940321.079
GG2009B009,산업입지 및 산업단지,유구농공단지 지정(변경),952413.3767,1839174.539
GG2009I002,하천의 이용 및 개발,금강살리기 6·7공구(청남·공주지구) 사업,960748.0653,1822815.228
HG2009A003,도시의 개발,평택 신촌지구 주택건설사업,964901.3836,1891949.234
ME2011A002,도시의 개발,서울양원 보금자리주택지구 조성사업,965246.726,1956721.813
HG2009A011,도시의 개발,수원신동지구 도시개발사업,959562.7537,1916577.126
HG2009A013,도시의 개발,김포 풍무2지구 도시개발사업,931973.7318,1956991.302
HG2009B015,도시의 개발,안성원곡 물류단지 개발사업,970050.2132,1894257.63
HG2009C001,에너지개발,평택 LPG 수입기지 부탄 냉동탱크 증설,938465.0573,1890169.568
GG2011E002,도로의 건설,송산산업단지 진입도로 건설공사,927688.0766,1881517.615
GG2011E004,도로의 건설,행정도시~대덕테크노밸리 도로 건설공사(2구간),991585.4403,1825755.841
ND2012E001,도로의 건설,팔용터널 민간투자사업,1100289.694,1694231.4
DG2012B018,산업입지 및 산업단지,경주 문산2일반산업단지계획,1163765.74,1743162.351
GG2012A002,도시의 개발,경찰대학 지방이전 신축공사,951277.3896,1861206.763
GG2012A003,도시의 개발,한국기술교육대학교 증설사업 환경영향평가,980481.4949,1862791.87
HG2012E002,도로의 건설,비봉~매송 도시고속도로 민간투자사업,946849.5417,1915399.611
HG2012E003,도로의 건설,북한강 자전거길 우회노선 조성공사,986348.0329,1962124.031
GG2011A003,도시의 개발,보령시 명천지구 도시개발사업 재협의,919812.068,1815880.855
GG2011B006,산업입지 및 산업단지,당진1철강일반산업단지 개발사업,931032.5058,1887758.297
GG2011B007,산업입지 및 산업단지,청양스틸테크노일반산업단지 조성사업,942152.8553,1838998.071
ME2012E001,도로의 건설,함양-울산(밀양-울산간)고속도로 건설사업,1138410.39,1724935.509
ND2012E002,도로의 건설,산성터널 접속도로(금정측) 건설공사,1145544.312,1694745.263
ME2012D003,항만건설,돌산항 정비확장사업,1020406.356,1624419.005
ND2012B001,산업입지 및 산업단지,의령 대의일반산업단지 조성사업,1054998.807,1707559.865
HG2011A002,도시의 개발,용인 모현(왕산) 도시개발사업,978426.8165,1927423.364
HG2011I002,하천의 이용 및 개발,황구지천 하천환경 정비사업,955918.3426,1906619.877
ND2011A002,도시의 개발,사천 사주.용당지구 도시개발구역 지정,1052626.265,1675809.076
ND2011B013,산업입지 및 산업단지,진례송현일반산업단지,1116377.566,1694418.728
ND2011D003,항만건설,울산신항 북측안벽 축조공사,1169570.005,1719959.526
HG2012I006,하천의 이용 및 개발,한강수계(청미천 외 4개하천) 생태하천 복원사업,997183.4919,1899728.443
WJ2010E002,도로의 건설,북충주IC~가금 도로 건설공사,1028879.496,1892999.533
YS2010E001,도로의 건설,나주역~빛가람 도시간 도로개설공사(간이평가),931262.5026,1669406.533
HG2009E003,도로의 건설,진접-내촌 도로건설공사,974260.143,1971720.687
HG2011Z003,산업입지 및 산업단지,화성시 요당지구 제2종지구단위계획구역 공장용지 조성사업,950219.5207,1896263.387
ND2012B007,산업입지 및 산업단지,반룡일반산업단지 조성사업,1159476.16,1705605.206
ND2012B010,산업입지 및 산업단지,함안 군북 월촌일반산업단지 계획(변경),1073164.235,1699323.672
ND2012D001,항만건설,부산항 신항 서컨테이너부두 축조공사,1115902.275,1676209.963
ND2012D003,항만건설,부산항 감천항 일반부두 확장공사,1136713.953,1677244.699
ND2012D004,항만건설,울산항 남화물양장 축조공사,1171067.897,1721796.675
YS2012B004,산업입지 및 산업단지,고흥 도양일반산업단지 조성사업,969210.0829,1614801.863
ND2011E007,도로의 건설,합천-창녕 국도건설공사,1079360.202,1726979.346
ND2011L001,도로의 건설,고헌산(소호임도~외항재)임도신설공사,1143652.596,1740572.811
YS2009E005,도로의 건설,염산~백수 도로건설공사,893922.3131,1694698.206
ME2011C020,에너지개발,북평화력발전소 건설사업,1145701.529,1943474.079
YS2010E003,도로의 건설,압해~암태 도로건설공사,880956.3059,1652495.965
HG2012E004,하천의 이용 및 개발,가평군 북한강 자전거길 조성공사,997900.6044,1976855.42
HG2012E005,도로의 건설,국지도84호선(중리~천리)개설공사,970284.6314,1911198.373
HG2009I002,하천의 이용 및 개발,공릉천 생태하천 조성사업,935121.3941,1972540.225
ND2009E003,도로의 건설,울산대교 및 접속도로 민간투자사업,1172169.372,1725651.054
HG2012B004,산업입지 및 산업단지,진위2 일반산업단지 조성사업,961445.3265,1902144.732
HG2012D002,항만건설,제부 마리나항 건설,922434.8428,1909067.012
YS2009E006,도로의 건설,영어교육도시 진입도로 건설공사,888315.0112,1479718.364
YS2009I002,하천의 이용 및 개발,함평지구 하천환경정비사업,910695.181,1674040.025
JJ2012I007,하천의 이용 및 개발,고부천 하장죽림지구 흥덕 고지배수로 설치공사(하장천),932108.8039,1743513.982
ME2010A005,도시의 개발,하남 감일 보금자리 주택지구 조성사업,969908.5077,1945416.459
ME2010C001,에너지개발,원주 그린열병합발전소 건설사업,1034580.577,1930521.472
ND2012B008,산업입지 및 산업단지,함안 장지일반산업단지 조성사업,1076467.989,1698236.717
HG2011E007,도로의 건설,전곡~영중 도로건설공사,972183.1017,2001714.787
HG2011B004,산업입지 및 산업단지,LG Digital Park(디지털 파크) 일반산업단지 조성사업,963860.3742,1903121.332
HG2011B005,산업입지 및 산업단지,포천 용정일반산업단지 조성사업,973895.609,1986615.466
HG2011B007,산업입지 및 산업단지,용인덕성2 일반산업단지 조성사업,974306.2914,1909316.8
HG2012E006,도로의 건설,평택호 횡단도로 건설공사,952364.5749,1882739.156
ME2012C001,에너지개발,아산국가산업단지 포승지구 집단에너지사업,942574.3563,1886584.192
ME2012C002,에너지개발,평택복합화력 2단계 건설사업,937503.9926,1889902.648
ME2012C006,에너지개발,새만금 산업지구 집단에너지공급시설,915804.1943,1771789.844
ME2011C001,에너지개발,"영흥화력 5, 6호기 건설사업 환경영향평가서 (재협의) 초안",905913.2979,1916181.874
ND2011B014,산업입지 및 산업단지,진주 가산일반산업단지 조성사업(재협의),1074488.562,1684093.102
GG2009B007,산업입지 및 산업단지,동부일반산업단지,1027865.122,1829019.269
GG2009D003,항만건설,장항항 정비공사,925021.4863,1779325.372
YS2010B005,산업입지 및 산업단지,나주 신도일반산업단지 조성,936269.7332,1667105.771
HG2012A003,도시의 개발,평택 지제.세교지구 도시개발사업,962221.4074,1891134.125
ME2011A003,도시의 개발,이천마장지구 택지개발사업,987297.3699,1917166.08
YS2009E003,도로의 건설,제주시 구국도대체우회도로(아라~회천) 건설공사,915238.7722,1498441.027
ND2012B014,산업입지 및 산업단지,고성장좌일반산업단지 조성사업(재협의),1087750.132,1667077.254
ND2012B018,산업입지 및 산업단지,울산 테크노일반산업단지 조성사업,1163248.146,1725200.886
WJ2009B012,산업입지 및 산업단지,횡성군 우천 제2농공단지 조성사업,1049805.405,1939124.038
WJ2009I001,하천의 이용 및 개발,한강살리기 7공구(탄금지구) 사업,1028003.692,1902645.792
YS2009B002,산업입지 및 산업단지,장흥 해당일반산업단지 조성사업,949229.4244,1633264.661
